SlNo,Station,Agency,State,District,Tehsil,River,Basin,Tributary,Local_River,Latitude,Longitude,DateTime,Year,Discharge_m3_per_sec,Source_File
258223,THIRUVARAMBU,CWC,Tamil Nadu,Kanyakumari,Kalkulam,Kodaiyar,West flowing rivers from Tadri to Kanyakumari,-,Kodaiyar,8.36416667,77.25888889,05-01-2021 8.00,2021,3.122,Tamil Nadu CWC
260266,THIRUVATTAR,CWC,Tamil Nadu,Kanyakumari,Kalkulam,Kodaiyar,West flowing rivers from Tadri to Kanyakumari,Paralayar,Paralayar,8.32777778,77.26694444,05-01-2021 8.00,2021,0.37646848,Tamil Nadu CWC
63918,ELUNUTHIMANGALAM,CWC,Tamil Nadu,Erode,ERODE,Cauvery,Cauvery,Noyyal,Noyyal,11.03166667,77.8875,05-01-2021 8.15,2021,1.544,Tamil Nadu CWC
95338,KALLIDAIKURICHHI,CWC,Tamil Nadu,Tirunelveli,AMBASAMUDRAM,Tambraparani,East flowing rivers between Pennar and Kanyakumari,-,Tambraparani,8.69333333,77.46583333,05-01-2021 8.15,2021,7.781,Tamil Nadu CWC
219615,SINGASADANAPALLI,CWC,Tamil Nadu,Krishnagiri,Krishnagiri,Duplicate-Ponnaiyar,East flowing rivers between Pennar and Kanyakumari,-,Ponnaiyar,12.87,77.83611111,05-01-2021 8.15,2021,3.6426518,Tamil Nadu CWC
159587,MUSIRI,CWC,Tamil Nadu,Tiruchirappalli,MUSIRI,Cauvery,Cauvery,-,Cauvery,10.93805556,78.44027778,05-01-2021 9.00,2021,14.99,Tamil Nadu CWC
175706,Odendurai,CWC,Tamil Nadu,Coimbatore,Mettupalayam,Cauvery,Cauvery,Bhavani,Kallar,11.32166667,76.89277778,05-01-2021 9.00,2021,0.831,Tamil Nadu CWC
273267,URACHIKOTTAI,CWC,Tamil Nadu,Erode,BHAVANI,Cauvery,Cauvery,-,Cauvery,11.47777778,77.7,05-01-2021 9.00,2021,0,Tamil Nadu CWC
79936,HARUR,CWC,Tamil Nadu,Dharmapuri,HARUR,Duplicate-Ponnaiyar,East flowing rivers between Pennar and Kanyakumari,Vaniyar,Vaniyar,11.90277778,78.33,06-01-2021 8.00,2021,0.174,Tamil Nadu CWC
93446,IRRUKKANKUDI,CWC,Tamil Nadu,Virudhunagar,VIRUDHUNAGAR,Duplicate-Vaippar,East flowing rivers between Pennar and Kanyakumari,-,Vaippar,9.32416667,77.99055556,06-01-2021 8.00,2021,0,Tamil Nadu CWC
114311,Kukkalthurai,CWC,Tamil Nadu,Nilgiris,Kotagiri,Cauvery,Cauvery,Bhavani,Bhavani,11.48555556,76.8325,06-01-2021 8.00,2021,0.5998931,Tamil Nadu CWC
150956,MURAPPANADU,CWC,Tamil Nadu,Tuticorin,THOOTHUKKUDI,Thambraparani,East flowing rivers between Pennar and Kanyakumari,-,Thambraparani,8.71444444,77.835,06-01-2021 8.00,2021,6.25,Tamil Nadu CWC
210241,SAVANDAPUR,CWC,Tamil Nadu,Erode,Gobichettipalayam,Cauvery,Cauvery,Bhavani,Bhavani,11.52,77.51,06-01-2021 8.00,2021,14.9,Tamil Nadu CWC
246162,THENI,CWC,Tamil Nadu,Theni,THENI,Duplicate-Vaigai,East flowing rivers between Pennar and Kanyakumari,Suruliar,Suruliar,10.00111111,77.485,06-01-2021 8.00,2021,24.33,Tamil Nadu CWC
258245,THIRUVARAMBU,CWC,Tamil Nadu,Kanyakumari,Kalkulam,Kodaiyar,West flowing rivers from Tadri to Kanyakumari,-,Kodaiyar,8.36416667,77.25888889,06-01-2021 8.00,2021,15.614,Tamil Nadu CWC
9096,AMBARAMPALAYAM,CWC,Tamil Nadu,Coimbatore,POLLACHI,Bharathapuzha,West flowing rivers from Tadri to Kanyakumari,Aliyar,Aliyar,10.63138889,76.94611111,06-01-2021 8.15,2021,8.272,Tamil Nadu CWC
95368,KALLIDAIKURICHHI,CWC,Tamil Nadu,Tirunelveli,AMBASAMUDRAM,Tambraparani,East flowing rivers between Pennar and Kanyakumari,-,Tambraparani,8.69333333,77.46583333,06-01-2021 8.15,2021,11.952,Tamil Nadu CWC
105811,KODUMUDI,CWC,Tamil Nadu,Erode,ERODE,Cauvery,Cauvery,-,Cauvery,11.08,77.89,06-01-2021 8.15,2021,25.4,Tamil Nadu CWC
175737,Odendurai,CWC,Tamil Nadu,Coimbatore,Mettupalayam,Cauvery,Cauvery,Bhavani,Kallar,11.32166667,76.89277778,06-01-2021 8.15,2021,1.675,Tamil Nadu CWC
186505,Penneswaramadam,CWC,Tamil Nadu,Krishnagiri,Pochampalli,Ponnaiyar,East flowing rivers between Pennar and Kanyakumari,-,Ponnaiyar,12.39555556,78.24583333,06-01-2021 8.15,2021,0.913,Tamil Nadu CWC
219640,SINGASADANAPALLI,CWC,Tamil Nadu,Krishnagiri,Krishnagiri,Duplicate-Ponnaiyar,East flowing rivers between Pennar and Kanyakumari,-,Ponnaiyar,12.87,77.83611111,06-01-2021 8.15,2021,3.633,Tamil Nadu CWC
48373,BILIGUNDULU,CWC,Tamil Nadu,Dharmapuri,Denkanikotti,Cauvery,Cauvery,-,Cauvery,12.18222222,77.72388889,06-01-2021 9.00,2021,24.36,Tamil Nadu CWC
159618,MUSIRI,CWC,Tamil Nadu,Tiruchirappalli,MUSIRI,Cauvery,Cauvery,-,Cauvery,10.93805556,78.44027778,06-01-2021 9.00,2021,3.822,Tamil Nadu CWC
19274,A.P.PURAM,CWC,Tamil Nadu,Tirunelveli,TIRUNELVELI,Tambraparani,East flowing rivers between Pennar and Kanyakumari,Chittar,Chittar,8.90138889,77.64861111,07-01-2021 8.00,2021,0,Tamil Nadu CWC
30006,ASHRAMAM,CWC,Tamil Nadu,Kanyakumari,AGASTHEESWARAM,Pazhayar,West flowing rivers from Tadri to Kanyakumari,-,Pazhayar,8.15833333,77.46,07-01-2021 8.00,2021,5,Tamil Nadu CWC
654,Alandurai,CWC,Tamil Nadu,Coimbatore,COIMBATORE SOUTH,Cauvery,Cauvery,Noyyal,Noyyal,10.95194444,76.78527778,07-01-2021 8.00,2021,1.1346552,Tamil Nadu CWC
6841,Annavasal,CWC,Puducherry,Karaikal,Karaikal,Cauvery,Cauvery,-,Nattar,10.975,79.75388889,07-01-2021 8.00,2021,0.056,Puducherry CWC
67769,Gandhavayal,CWC,Tamil Nadu,Coimbatore,Mettupalayam,Cauvery,Cauvery,Bhavani,Bhavani,11.37416667,76.99222222,07-01-2021 8.00,2021,0.428,Tamil Nadu CWC
93447,IRRUKKANKUDI,CWC,Tamil Nadu,Virudhunagar,VIRUDHUNAGAR,Duplicate-Vaippar,East flowing rivers between Pennar and Kanyakumari,-,Vaippar,9.32416667,77.99055556,07-01-2021 8.00,2021,0,Tamil Nadu CWC
136487,Melkalpoondi,CWC,Tamil Nadu,Cuddalore,Virudhachalam,Vellar,East flowing rivers between Pennar and Kanyakumari,-,Vellar,11.43527778,78.93888889,07-01-2021 8.00,2021,0,Tamil Nadu CWC
237525,THENGUMARAHADA,CWC,Tamil Nadu,Nilgiris,Kotagiri,Cauvery,Cauvery,Bhavani,Moyar,11.57277778,76.91916667,07-01-2021 8.00,2021,3.492,Tamil Nadu CWC
256535,THIRUVALAM,CWC,Tamil Nadu,Vellore,Gudiyatham,Palar,East flowing rivers between Pennar and Kanyakumari,Poini,Poini,12.98472222,79.26722222,07-01-2021 8.00,2021,2.317,Tamil Nadu CWC
258272,THIRUVARAMBU,CWC,Tamil Nadu,Kanyakumari,Kalkulam,Kodaiyar,West flowing rivers from Tadri to Kanyakumari,-,Kodaiyar,8.36416667,77.25888889,07-01-2021 8.00,2021,15.432,Tamil Nadu CWC
260319,THIRUVATTAR,CWC,Tamil Nadu,Kanyakumari,Kalkulam,Kodaiyar,West flowing rivers from Tadri to Kanyakumari,Paralayar,Paralayar,8.32777778,77.26694444,07-01-2021 8.00,2021,1.641,Tamil Nadu CWC
229201,Thengudi,CWC,Tamil Nadu,Tiruvarur,NANNILAM,Cauvery,Cauvery,-,Thirumalairajanar,10.91611111,79.63916667,07-01-2021 8.00,2021,2.759,Tamil Nadu CWC
298305,V.Kallathur,CWC,Tamil Nadu,Perambalur,PERAMBALUR,Duplicate-Vellar,East flowing rivers between Pennar and Kanyakumari,Sweta,Sweta,11.4025,78.92972222,07-01-2021 8.00,2021,0,Tamil Nadu CWC
9126,AMBARAMPALAYAM,CWC,Tamil Nadu,Coimbatore,POLLACHI,Bharathapuzha,West flowing rivers from Tadri to Kanyakumari,Aliyar,Aliyar,10.63138889,76.94611111,07-01-2021 8.15,2021,8.023,Tamil Nadu CWC
175757,Odendurai,CWC,Tamil Nadu,Coimbatore,Mettupalayam,Cauvery,Cauvery,Bhavani,Kallar,11.32166667,76.89277778,07-01-2021 8.15,2021,0.547,Tamil Nadu CWC
186535,Penneswaramadam,CWC,Tamil Nadu,Krishnagiri,Pochampalli,Ponnaiyar,East flowing rivers between Pennar and Kanyakumari,-,Ponnaiyar,12.39555556,78.24583333,07-01-2021 8.15,2021,0.414,Tamil Nadu CWC
210267,SAVANDAPUR,CWC,Tamil Nadu,Erode,Gobichettipalayam,Cauvery,Cauvery,Bhavani,Bhavani,11.52,77.51,07-01-2021 8.15,2021,13.46,Tamil Nadu CWC
219669,SINGASADANAPALLI,CWC,Tamil Nadu,Krishnagiri,Krishnagiri,Duplicate-Ponnaiyar,East flowing rivers between Pennar and Kanyakumari,-,Ponnaiyar,12.87,77.83611111,07-01-2021 8.15,2021,5.816,Tamil Nadu CWC
48403,BILIGUNDULU,CWC,Tamil Nadu,Dharmapuri,Denkanikotti,Cauvery,Cauvery,-,Cauvery,12.18222222,77.72388889,07-01-2021 9.00,2021,78.764,Tamil Nadu CWC
95398,KALLIDAIKURICHHI,CWC,Tamil Nadu,Tirunelveli,AMBASAMUDRAM,Tambraparani,East flowing rivers between Pennar and Kanyakumari,-,Tambraparani,8.69333333,77.46583333,07-01-2021 9.00,2021,48.952057,Tamil Nadu CWC
30037,ASHRAMAM,CWC,Tamil Nadu,Kanyakumari,AGASTHEESWARAM,Pazhayar,West flowing rivers from Tadri to Kanyakumari,-,Pazhayar,8.15833333,77.46,08-01-2021 8.00,2021,7.3,Tamil Nadu CWC
678,Alandurai,CWC,Tamil Nadu,Coimbatore,COIMBATORE SOUTH,Cauvery,Cauvery,Noyyal,Noyyal,10.95194444,76.78527778,08-01-2021 8.00,2021,3.6,Tamil Nadu CWC
22197,Arcot,CWC,Tamil Nadu,Ranipet,Arcot,Duplicate-Palar,East flowing rivers between Pennar and Kanyakumari,-,Palar,12.91388889,79.33305556,08-01-2021 8.00,2021,16.38,Tamil Nadu CWC
48434,BILIGUNDULU,CWC,Tamil Nadu,Dharmapuri,Denkanikotti,Cauvery,Cauvery,-,Cauvery,12.18222222,77.72388889,08-01-2021 8.00,2021,265,Tamil Nadu CWC
78336,GUMMANUR,CWC,Tamil Nadu,Krishnagiri,Krishnagiri,Duplicate-Ponnaiyar,East flowing rivers between Pennar and Kanyakumari,-,Ponnaiyar,12.555,78.13833333,08-01-2021 8.00,2021,14,Tamil Nadu CWC
67794,Gandhavayal,CWC,Tamil Nadu,Coimbatore,Mettupalayam,Cauvery,Cauvery,Bhavani,Bhavani,11.37416667,76.99222222,08-01-2021 8.00,2021,0.25,Tamil Nadu CWC
105872,KODUMUDI,CWC,Tamil Nadu,Erode,ERODE,Cauvery,Cauvery,-,Cauvery,11.08,77.89,08-01-2021 8.00,2021,517,Tamil Nadu CWC
122003,KUZHITHURAI,CWC,Tamil Nadu,Kanyakumari,Thovalai,Thambraparni,West flowing rivers from Tadri to Kanyakumari,-,Thambraparni,8.30222222,77.18861111,08-01-2021 8.00,2021,6.58,Tamil Nadu CWC
13441,Kumarapalayam,CWC,Puducherry,Puducherry,Puducherry,Varahanadhi,East flowing rivers between Pennar and Kanyakumari,-,Varahanadhi,11.98305556,79.68055556,08-01-2021 8.00,2021,0,Puducherry CWC
159679,MUSIRI,CWC,Tamil Nadu,Tiruchirappalli,MUSIRI,Cauvery,Cauvery,-,Cauvery,10.93805556,78.44027778,08-01-2021 8.00,2021,350,Tamil Nadu CWC
175783,Odendurai,CWC,Tamil Nadu,Coimbatore,Mettupalayam,Cauvery,Cauvery,Bhavani,Kallar,11.32166667,76.89277778,08-01-2021 8.00,2021,0.8,Tamil Nadu CWC
186566,Penneswaramadam,CWC,Tamil Nadu,Krishnagiri,Pochampalli,Ponnaiyar,East flowing rivers between Pennar and Kanyakumari,-,Ponnaiyar,12.39555556,78.24583333,08-01-2021 8.00,2021,1.026,Tamil Nadu CWC
193958,Peralam,CWC,Tamil Nadu,Tiruvarur,NANNILAM,Cauvery,Cauvery,-,Vanjiyar,10.96944444,79.66138889,08-01-2021 8.00,2021,0.742,Tamil Nadu CWC
193957,Peralam,CWC,Tamil Nadu,Tiruvarur,NANNILAM,Cauvery,Cauvery,-,Vanjiyar,10.96944444,79.66138889,08-01-2021 8.00,2021,0.742,Tamil Nadu CWC
210298,SAVANDAPUR,CWC,Tamil Nadu,Erode,Gobichettipalayam,Cauvery,Cauvery,Bhavani,Bhavani,11.52,77.51,08-01-2021 8.00,2021,29.5,Tamil Nadu CWC
219700,SINGASADANAPALLI,CWC,Tamil Nadu,Krishnagiri,Krishnagiri,Duplicate-Ponnaiyar,East flowing rivers between Pennar and Kanyakumari,-,Ponnaiyar,12.87,77.83611111,08-01-2021 8.00,2021,7.3,Tamil Nadu CWC
237555,THENGUMARAHADA,CWC,Tamil Nadu,Nilgiris,Kotagiri,Cauvery,Cauvery,Bhavani,Moyar,11.57277778,76.91916667,08-01-2021 8.00,2021,13,Tamil Nadu CWC
246227,THENI,CWC,Tamil Nadu,Theni,THENI,Duplicate-Vaigai,East flowing rivers between Pennar and Kanyakumari,Suruliar,Suruliar,10.00111111,77.485,08-01-2021 8.00,2021,38.84,Tamil Nadu CWC
256564,THIRUVALAM,CWC,Tamil Nadu,Vellore,Gudiyatham,Palar,East flowing rivers between Pennar and Kanyakumari,Poini,Poini,12.98472222,79.26722222,08-01-2021 8.00,2021,2.766,Tamil Nadu CWC
258303,THIRUVARAMBU,CWC,Tamil Nadu,Kanyakumari,Kalkulam,Kodaiyar,West flowing rivers from Tadri to Kanyakumari,-,Kodaiyar,8.36416667,77.25888889,08-01-2021 8.00,2021,2.153,Tamil Nadu CWC
229223,Thengudi,CWC,Tamil Nadu,Tiruvarur,NANNILAM,Cauvery,Cauvery,-,Thirumalairajanar,10.91611111,79.63916667,08-01-2021 8.00,2021,0.22,Tamil Nadu CWC
273338,URACHIKOTTAI,CWC,Tamil Nadu,Erode,BHAVANI,Cauvery,Cauvery,-,Cauvery,11.47777778,77.7,08-01-2021 8.00,2021,446,Tamil Nadu CWC
151017,MURAPPANADU,CWC,Tamil Nadu,Tuticorin,THOOTHUKKUDI,Thambraparani,East flowing rivers between Pennar and Kanyakumari,-,Thambraparani,8.71444444,77.835,08-01-2021 9.00,2021,12.6,Tamil Nadu CWC
30068,ASHRAMAM,CWC,Tamil Nadu,Kanyakumari,AGASTHEESWARAM,Pazhayar,West flowing rivers from Tadri to Kanyakumari,-,Pazhayar,8.15833333,77.46,09-01-2021 8.00,2021,9.36214,Tamil Nadu CWC
709,Alandurai,CWC,Tamil Nadu,Coimbatore,COIMBATORE SOUTH,Cauvery,Cauvery,Noyyal,Noyyal,10.95194444,76.78527778,09-01-2021 8.00,2021,1.924,Tamil Nadu CWC
22228,Arcot,CWC,Tamil Nadu,Ranipet,Arcot,Duplicate-Palar,East flowing rivers between Pennar and Kanyakumari,-,Palar,12.91388889,79.33305556,09-01-2021 8.00,2021,8.939,Tamil Nadu CWC
37247,Avarankuppam,CWC,Tamil Nadu,Tirupathur,Vaniyambadi,Duplicate-Palar,East flowing rivers between Pennar and Kanyakumari,-,Palar,12.68416667,78.53944444,09-01-2021 8.00,2021,1.368,Tamil Nadu CWC
56081,Chengalpet,CWC,Tamil Nadu,Chengalpattu,chengalpattu,Duplicate-Palar,East flowing rivers between Pennar and Kanyakumari,-,Palar,12.65,79.94722222,09-01-2021 8.00,2021,1.091,Tamil Nadu CWC
63982,ELUNUTHIMANGALAM,CWC,Tamil Nadu,Erode,ERODE,Cauvery,Cauvery,Noyyal,Noyyal,11.03166667,77.8875,09-01-2021 8.00,2021,0.155,Tamil Nadu CWC
67814,Gandhavayal,CWC,Tamil Nadu,Coimbatore,Mettupalayam,Cauvery,Cauvery,Bhavani,Bhavani,11.37416667,76.99222222,09-01-2021 8.00,2021,0.549,Tamil Nadu CWC
79955,HARUR,CWC,Tamil Nadu,Dharmapuri,HARUR,Duplicate-Ponnaiyar,East flowing rivers between Pennar and Kanyakumari,Vaniyar,Vaniyar,11.90277778,78.33,09-01-2021 8.00,2021,0.059,Tamil Nadu CWC
97735,Kalpadai,CWC,Tamil Nadu,Kallakurichi,Chinnasalem,Vellar,East flowing rivers between Pennar and Kanyakumari,Manimukta,Gomukha,11.78722222,78.78666667,09-01-2021 8.00,2021,0.155,Tamil Nadu CWC
143310,MONNAVEDU,CWC,Tamil Nadu,Tiruvallur,TIRUVALLUR,Kosasthalaiyar,East flowing rivers between Pennar and Kanyakumari,-,Kosasthalaiyar,13.22361111,79.94527778,09-01-2021 8.00,2021,0.12,Tamil Nadu CWC
151048,MURAPPANADU,CWC,Tamil Nadu,Tuticorin,THOOTHUKKUDI,Thambraparani,East flowing rivers between Pennar and Kanyakumari,-,Thambraparani,8.71444444,77.835,09-01-2021 8.00,2021,17.487,Tamil Nadu CWC
168947,NARIYAMPATTU,CWC,Tamil Nadu,Vellore,VANIYAMBADI,Duplicate-Palar,East flowing rivers between Pennar and Kanyakumari,-,-,12.84777778,78.72111111,09-01-2021 8.00,2021,2.318,Tamil Nadu CWC
186597,Penneswaramadam,CWC,Tamil Nadu,Krishnagiri,Pochampalli,Ponnaiyar,East flowing rivers between Pennar and Kanyakumari,-,Ponnaiyar,12.39555556,78.24583333,09-01-2021 8.00,2021,1.834,Tamil Nadu CWC
246263,THENI,CWC,Tamil Nadu,Theni,THENI,Duplicate-Vaigai,East flowing rivers between Pennar and Kanyakumari,Suruliar,Suruliar,10.00111111,77.485,09-01-2021 8.00,2021,34.15,Tamil Nadu CWC
256595,THIRUVALAM,CWC,Tamil Nadu,Vellore,Gudiyatham,Palar,East flowing rivers between Pennar and Kanyakumari,Poini,Poini,12.98472222,79.26722222,09-01-2021 8.00,2021,6.406,Tamil Nadu CWC
258334,THIRUVARAMBU,CWC,Tamil Nadu,Kanyakumari,Kalkulam,Kodaiyar,West flowing rivers from Tadri to Kanyakumari,-,Kodaiyar,8.36416667,77.25888889,09-01-2021 8.00,2021,1.442,Tamil Nadu CWC
260372,THIRUVATTAR,CWC,Tamil Nadu,Kanyakumari,Kalkulam,Kodaiyar,West flowing rivers from Tadri to Kanyakumari,Paralayar,Paralayar,8.32777778,77.26694444,09-01-2021 8.00,2021,1.5931548,Tamil Nadu CWC
229254,Thengudi,CWC,Tamil Nadu,Tiruvarur,NANNILAM,Cauvery,Cauvery,-,Thirumalairajanar,10.91611111,79.63916667,09-01-2021 8.00,2021,0.621,Tamil Nadu CWC
95460,KALLIDAIKURICHHI,CWC,Tamil Nadu,Tirunelveli,AMBASAMUDRAM,Tambraparani,East flowing rivers between Pennar and Kanyakumari,-,Tambraparani,8.69333333,77.46583333,09-01-2021 8.15,2021,19.726,Tamil Nadu CWC
175806,Odendurai,CWC,Tamil Nadu,Coimbatore,Mettupalayam,Cauvery,Cauvery,Bhavani,Kallar,11.32166667,76.89277778,09-01-2021 8.15,2021,1.193,Tamil Nadu CWC
48465,BILIGUNDULU,CWC,Tamil Nadu,Dharmapuri,Denkanikotti,Cauvery,Cauvery,-,Cauvery,12.18222222,77.72388889,09-01-2021 9.00,2021,417.362,Tamil Nadu CWC
210325,SAVANDAPUR,CWC,Tamil Nadu,Erode,Gobichettipalayam,Cauvery,Cauvery,Bhavani,Bhavani,11.52,77.51,09-01-2021 9.00,2021,70.569,Tamil Nadu CWC
273369,URACHIKOTTAI,CWC,Tamil Nadu,Erode,BHAVANI,Cauvery,Cauvery,-,Cauvery,11.47777778,77.7,09-01-2021 9.00,2021,464.537,Tamil Nadu CWC
78359,GUMMANUR,CWC,Tamil Nadu,Krishnagiri,Krishnagiri,Duplicate-Ponnaiyar,East flowing rivers between Pennar and Kanyakumari,-,Ponnaiyar,12.555,78.13833333,09-01-2021 9.15,2021,14.978,Tamil Nadu CWC
9217,AMBARAMPALAYAM,CWC,Tamil Nadu,Coimbatore,POLLACHI,Bharathapuzha,West flowing rivers from Tadri to Kanyakumari,Aliyar,Aliyar,10.63138889,76.94611111,10-01-2021 8.00,2021,34.13,Tamil Nadu CWC
30096,ASHRAMAM,CWC,Tamil Nadu,Kanyakumari,AGASTHEESWARAM,Pazhayar,West flowing rivers from Tadri to Kanyakumari,-,Pazhayar,8.15833333,77.46,10-01-2021 8.00,2021,9.009409,Tamil Nadu CWC
39427,AYALAMBEDU,CWC,Tamil Nadu,Ranipet,Arakkonam,Kosasthalaiyar,East flowing rivers between Pennar and Kanyakumari,-,Kosasthalaiyar,13.12861111,79.47861111,10-01-2021 8.00,2021,2.329,Tamil Nadu CWC
738,Alandurai,CWC,Tamil Nadu,Coimbatore,COIMBATORE SOUTH,Cauvery,Cauvery,Noyyal,Noyyal,10.95194444,76.78527778,10-01-2021 8.00,2021,2.067,Tamil Nadu CWC
6880,Annavasal,CWC,Puducherry,Karaikal,Karaikal,Cauvery,Cauvery,-,Nattar,10.975,79.75388889,10-01-2021 8.00,2021,0.331,Puducherry CWC
22256,Arcot,CWC,Tamil Nadu,Ranipet,Arcot,Duplicate-Palar,East flowing rivers between Pennar and Kanyakumari,-,Palar,12.91388889,79.33305556,10-01-2021 8.00,2021,22.197,Tamil Nadu CWC
37277,Avarankuppam,CWC,Tamil Nadu,Tirupathur,Vaniyambadi,Duplicate-Palar,East flowing rivers between Pennar and Kanyakumari,-,Palar,12.68416667,78.53944444,10-01-2021 8.00,2021,2.866,Tamil Nadu CWC
64005,ELUNUTHIMANGALAM,CWC,Tamil Nadu,Erode,ERODE,Cauvery,Cauvery,Noyyal,Noyyal,11.03166667,77.8875,10-01-2021 8.00,2021,1.172,Tamil Nadu CWC
67838,Gandhavayal,CWC,Tamil Nadu,Coimbatore,Mettupalayam,Cauvery,Cauvery,Bhavani,Bhavani,11.37416667,76.99222222,10-01-2021 8.00,2021,1.16,Tamil Nadu CWC
97765,Kalpadai,CWC,Tamil Nadu,Kallakurichi,Chinnasalem,Vellar,East flowing rivers between Pennar and Kanyakumari,Manimukta,Gomukha,11.78722222,78.78666667,10-01-2021 8.00,2021,0.282,Tamil Nadu CWC
114420,Kukkalthurai,CWC,Tamil Nadu,Nilgiris,Kotagiri,Cauvery,Cauvery,Bhavani,Bhavani,11.48555556,76.8325,10-01-2021 8.00,2021,0.521,Tamil Nadu CWC
151078,MURAPPANADU,CWC,Tamil Nadu,Tuticorin,THOOTHUKKUDI,Thambraparani,East flowing rivers between Pennar and Kanyakumari,-,Thambraparani,8.71444444,77.835,10-01-2021 8.00,2021,5.4838667,Tamil Nadu CWC
134606,Mayambadi,CWC,Tamil Nadu,Kallakurichi,Chinnasalem,Vellar,East flowing rivers between Pennar and Kanyakumari,Manimukta,Gomukha,11.7375,78.79083333,10-01-2021 8.00,2021,0.18,Tamil Nadu CWC
184228,PATTUKOTTAI,CWC,Tamil Nadu,Thanjavur,Pattukkottai,Agniyar,East flowing rivers between Pennar and Kanyakumari,-,Agniyar,10.41694444,79.29166667,10-01-2021 8.00,2021,5.482,Tamil Nadu CWC
193984,Peralam,CWC,Tamil Nadu,Tiruvarur,NANNILAM,Cauvery,Cauvery,-,Vanjiyar,10.96944444,79.66138889,10-01-2021 8.00,2021,0.115,Tamil Nadu CWC
218119,SEVANUR,CWC,Tamil Nadu,Salem,Sankari,Cauvery,Cauvery,Chittar,Chittar,11.55194444,77.73194444,10-01-2021 8.00,2021,0.512,Tamil Nadu CWC
237615,THENGUMARAHADA,CWC,Tamil Nadu,Nilgiris,Kotagiri,Cauvery,Cauvery,Bhavani,Moyar,11.57277778,76.91916667,10-01-2021 8.00,2021,11.528,Tamil Nadu CWC
246296,THENI,CWC,Tamil Nadu,Theni,THENI,Duplicate-Vaigai,East flowing rivers between Pennar and Kanyakumari,Suruliar,Suruliar,10.00111111,77.485,10-01-2021 8.00,2021,39.53,Tamil Nadu CWC
253645,THEVUR,CWC,Tamil Nadu,Salem,Sankari,Cauvery,Cauvery,Sarabenga,Sarabenga,11.52722222,77.75083333,10-01-2021 8.00,2021,1.018,Tamil Nadu CWC
256625,THIRUVALAM,CWC,Tamil Nadu,Vellore,Gudiyatham,Palar,East flowing rivers between Pennar and Kanyakumari,Poini,Poini,12.98472222,79.26722222,10-01-2021 8.00,2021,5.606,Tamil Nadu CWC
258360,THIRUVARAMBU,CWC,Tamil Nadu,Kanyakumari,Kalkulam,Kodaiyar,West flowing rivers from Tadri to Kanyakumari,-,Kodaiyar,8.36416667,77.25888889,10-01-2021 8.00,2021,4.2182074,Tamil Nadu CWC
260402,THIRUVATTAR,CWC,Tamil Nadu,Kanyakumari,Kalkulam,Kodaiyar,West flowing rivers from Tadri to Kanyakumari,Paralayar,Paralayar,8.32777778,77.26694444,10-01-2021 8.00,2021,3.745,Tamil Nadu CWC
229284,Thengudi,CWC,Tamil Nadu,Tiruvarur,NANNILAM,Cauvery,Cauvery,-,Thirumalairajanar,10.91611111,79.63916667,10-01-2021 8.00,2021,1.469,Tamil Nadu CWC
296732,Villupuram,CWC,Tamil Nadu,Viluppuram,Viluppuram,Duplicate-Ponnaiyar,East flowing rivers between Pennar and Kanyakumari,-,Ponnaiyar,11.87055556,79.45944444,10-01-2021 8.00,2021,0,Tamil Nadu CWC
95490,KALLIDAIKURICHHI,CWC,Tamil Nadu,Tirunelveli,AMBASAMUDRAM,Tambraparani,East flowing rivers between Pennar and Kanyakumari,-,Tambraparani,8.69333333,77.46583333,10-01-2021 8.15,2021,9.823,Tamil Nadu CWC
105933,KODUMUDI,CWC,Tamil Nadu,Erode,ERODE,Cauvery,Cauvery,-,Cauvery,11.08,77.89,10-01-2021 8.15,2021,396.6,Tamil Nadu CWC
168977,NARIYAMPATTU,CWC,Tamil Nadu,Vellore,VANIYAMBADI,Duplicate-Palar,East flowing rivers between Pennar and Kanyakumari,-,-,12.84777778,78.72111111,10-01-2021 8.15,2021,6.56,Tamil Nadu CWC
175836,Odendurai,CWC,Tamil Nadu,Coimbatore,Mettupalayam,Cauvery,Cauvery,Bhavani,Kallar,11.32166667,76.89277778,10-01-2021 8.15,2021,1.328,Tamil Nadu CWC
186627,Penneswaramadam,CWC,Tamil Nadu,Krishnagiri,Pochampalli,Ponnaiyar,East flowing rivers between Pennar and Kanyakumari,-,Ponnaiyar,12.39555556,78.24583333,10-01-2021 8.15,2021,7.185,Tamil Nadu CWC
219761,SINGASADANAPALLI,CWC,Tamil Nadu,Krishnagiri,Krishnagiri,Duplicate-Ponnaiyar,East flowing rivers between Pennar and Kanyakumari,-,Ponnaiyar,12.87,77.83611111,10-01-2021 8.15,2021,12.688,Tamil Nadu CWC
48495,BILIGUNDULU,CWC,Tamil Nadu,Dharmapuri,Denkanikotti,Cauvery,Cauvery,-,Cauvery,12.18222222,77.72388889,10-01-2021 9.00,2021,278.343,Tamil Nadu CWC
78387,GUMMANUR,CWC,Tamil Nadu,Krishnagiri,Krishnagiri,Duplicate-Ponnaiyar,East flowing rivers between Pennar and Kanyakumari,-,Ponnaiyar,12.555,78.13833333,10-01-2021 9.00,2021,8.951,Tamil Nadu CWC
